order_id,restaurant_name,city,category,order_value,delivery_time_mins,rating,order_date,time_slot,is_reorder,discount_applied,platform
101466,The Burger Club,Bangalore,Burger,146.64,35.0,4.5,2024-12-26 15:30:00,snacks,False,26.57,Android
101824,Moti Mahal,Pune,North Indian,540.57,52.0,4.7,2024-10-04 21:26:00,dinner,False,20.77,iOS
101821,Udupi Palace,Mumbai,South Indian,428.1,58.0,2.8,2024-11-14 19:32:00,dinner,True,,Android
100003,Chai Point,Chennai,Beverages,131.15,23.0,4.5,2024-11-01 19:44:00,dinner,True,107.38,Web
101163,Moti Mahal,Mumbai,North Indian,900.0,,3.7,2024-12-09 14:32:00,lunch,True,,iOS
101427,Joey's Pizza,Bangalore,Pizza,418.35,50.0,4.2,2024-10-16 19:21:00,dinner,False,,Android
101228,MTR,Mumbai,South Indian,124.62,36.0,3.3,2024-11-12 20:06:00,dinner,True,12.49,Android
101289,Blue Tokai,Bangalore,Beverages,227.41,39.0,4.1,2024-10-21 09:44:00,breakfast,True,,Web
100173,Dum Pukht,Delhi,Biryani,139.1,45.0,4.8,2024-11-24 13:10:00,lunch,True,,Android
101029,Burgerama,Mumbai,Burger,900.0,51.0,4.0,2024-12-23 21:28:00,dinner,False,58.96,Android
100986,Bay Leaf,Delhi,Seafood,586.19,27.0,3.7,2024-12-05 13:37:00,,False,21.45,Android
101539,Wat-A-Burger,Bangalore,Burger,336.48,65.0,3.8,2024-11-23 16:47:00,snacks,True,113.64,Android
100883,Saffron,Bangalore,North Indian,354.79,,5.0,2024-11-07 19:39:00,dinner,False,32.18,Android
100393,Murugan Idli Shop,Mumbai,South Indian,450.49,23.0,3.7,2024-11-23 18:39:00,,False,23.06,iOS
101752,Starbucks,Mumbai,Beverages,271.9,42.0,4.1,2024-10-23 22:45:00,dinner,True,54.53,iOS
101138,Sweet Truth,Delhi,Desserts,476.01,62.0,2.9,2024-10-01 10:36:00,breakfast,False,95.97,iOS
100205,Baskin Robbins,Hyderabad,Desserts,654.77,21.0,2.8,2024-10-16 14:04:00,lunch,True,,Android
101470,Dum Pukht,Pune,Biryani,313.51,26.0,3.7,2024-11-30 14:54:00,lunch,False,,Android
100529,Paradise Biryani,Bangalore,Biryani,433.18,51.0,5.0,2024-10-26 15:35:00,snacks,True,116.33,Android
101306,Saravana Bhavan,Kolkata,South Indian,252.46,37.0,3.7,2024-12-25 15:46:00,snacks,False,85.52,Web
100035,La Pino'z,Jaipur,Pizza,490.51,47.0,3.2,2024-12-26 14:15:00,lunch,False,73.96,iOS
100201,Oh Calcutta,Hyderabad,Seafood,432.37,38.0,2.9,2024-11-17 21:46:00,dinner,True,23.07,iOS
101950,Barbeque Nation,Delhi,North Indian,204.78,17.0,4.2,2024-12-26 23:46:00,dinner,False,37.45,Android
101726,Chaayos,Bangalore,Beverages,357.79,61.0,4.2,2024-11-18 16:28:00,snacks,True,,Android
100620,Barbeque Nation,Chennai,North Indian,253.3,44.0,4.8,2024-10-05 23:39:00,dinner,False,22.67,iOS
100839,Theobroma,Hyderabad,Desserts,80.0,29.0,3.6,2024-10-10 07:41:00,breakfast,True,,Android
101317,Chinese Box,Delhi,Chinese,180.1,35.0,4.1,2024-10-02 12:15:00,lunch,False,,Android
101284,Raw Pressery Kitchen,Bangalore,Healthy,230.11,26.0,5.0,2024-12-12 23:02:00,dinner,False,47.6,iOS
101995,Wok To Walk,Pune,Chinese,900.0,27.0,4.3,2024-11-08 10:41:00,breakfast,False,105.18,Android
101820,Wok To Walk,Delhi,Chinese,192.46,41.0,4.7,2024-12-26 15:15:00,snacks,False,93.42,iOS
101434,Nandhini,Chennai,South Indian,150.52,42.0,,2024-12-16 10:00:00,breakfast,True,,Android
100501,Frankie Express,Chennai,Rolls & Wraps,107.21,35.0,4.4,2024-11-22 16:42:00,snacks,True,63.23,Android
101178,Freshmenu,Bangalore,Healthy,291.01,26.0,4.3,2024-11-22 10:23:00,breakfast,True,60.97,iOS
101799,Paradise Biryani,Bangalore,Biryani,104.79,40.0,3.7,2024-10-03 21:37:00,dinner,False,26.77,Android
100833,Dum Pukht,Bangalore,Biryani,285.66,48.0,5.0,2024-11-19 17:05:00,snacks,True,44.6,Android
100621,Baskin Robbins,Bangalore,Desserts,431.03,30.0,4.5,2024-12-29 20:38:00,dinner,False,21.87,Android
101830,Saffron,Mumbai,North Indian,465.22,32.0,3.4,2024-10-29 15:51:00,snacks,True,,Android
101744,Paradise Biryani,Bangalore,Biryani,515.19,45.0,4.9,2024-12-24 22:30:00,dinner,False,39.08,Android
100958,Salad Days,Bangalore,Healthy,900.0,50.0,4.9,2024-12-03 17:38:00,snacks,True,,iOS
101509,The Roll Story,Hyderabad,Rolls & Wraps,463.37,33.0,3.6,2024-10-10 12:06:00,lunch,False,,iOS
100329,Oven Story,Delhi,Pizza,158.53,35.0,3.0,2024-10-12 08:47:00,breakfast,False,63.11,Android
100186,Blue Tokai,Chennai,Beverages,171.83,56.0,3.5,2024-10-27 17:17:00,snacks,False,11.47,iOS
100141,The Roll Story,Jaipur,Rolls & Wraps,173.87,32.0,4.1,2024-10-01 13:28:00,,False,,Android
101211,Dum Pukht,Delhi,Biryani,387.07,44.0,3.9,2024-11-27 19:24:00,dinner,False,,Android
101314,Empire Restaurant,Pune,Biryani,202.35,44.0,,2024-12-16 20:21:00,dinner,True,79.47,Android
101288,Kathi Roll Corner,Mumbai,Rolls & Wraps,377.99,27.0,4.1,2024-12-12 07:56:00,,True,74.22,Android
101505,Salad Days,Delhi,Healthy,430.08,,4.0,2024-11-25 12:31:00,lunch,False,,iOS
100340,Murugan Idli Shop,Bangalore,South Indian,852.64,,4.7,2024-10-17 14:16:00,lunch,False,90.31,Android
101039,Dum Pukht,Bangalore,Biryani,257.28,29.0,4.3,2024-11-25 21:46:00,dinner,True,49.94,iOS
101652,Udupi Palace,Mumbai,South Indian,173.31,32.0,4.0,2024-12-22 21:52:00,dinner,False,65.05,Android
101776,Blue Tokai,Mumbai,Beverages,612.83,54.0,4.0,2024-11-23 12:08:00,lunch,False,,Android
101685,McDonald's,Bangalore,Burger,387.73,30.0,2.5,2024-11-24 13:11:00,lunch,False,,Android
101931,Blue Tokai,Hyderabad,Beverages,124.92,31.0,4.3,2024-10-01 09:32:00,breakfast,False,,iOS
100464,Dominos,Hyderabad,Pizza,427.01,,,2024-11-14 13:11:00,lunch,False,,Android
101122,Punjab Grill,Jaipur,North Indian,580.91,47.0,3.9,2024-11-23 20:48:00,dinner,False,,Android
100411,Wat-A-Burger,Mumbai,Burger,711.34,63.0,3.8,2024-12-18 08:13:00,breakfast,False,90.1,Android
100242,Bawarchi,Jaipur,Biryani,317.75,56.0,4.9,2024-10-26 12:01:00,lunch,True,32.82,Android
101477,The Fish Shack,Pune,Seafood,309.86,64.0,4.0,2024-11-23 13:02:00,lunch,True,107.83,iOS
100331,Dhaba Express,Mumbai,North Indian,285.23,,3.4,2024-12-04 12:12:00,lunch,False,23.2,Android
101364,Punjab Grill,Hyderabad,North Indian,478.64,45.0,3.5,2024-10-08 19:29:00,dinner,True,,iOS
101645,Sweet Truth,Bangalore,Desserts,608.19,41.0,4.2,2024-11-02 17:01:00,snacks,False,107.14,Android
101034,Behrouz Biryani,Bangalore,Biryani,403.71,45.0,4.9,2024-12-29 18:27:00,snacks,False,47.72,iOS
101174,Paradise Biryani,Mumbai,Biryani,824.82,,4.8,2024-10-31 08:17:00,breakfast,True,,iOS
100432,The Roll Story,Pune,Rolls & Wraps,247.09,28.0,3.9,2024-11-02 18:58:00,snacks,False,65.68,Web
101697,Trishna,Bangalore,Seafood,793.5,36.0,3.8,2024-10-10 14:22:00,lunch,True,11.32,Android
101172,Saffron,Surat,North Indian,656.7,64.0,4.3,2024-11-19 16:57:00,snacks,True,,Web
100701,China Town,Hyderabad,Chinese,496.4,34.0,3.3,2024-10-15 14:33:00,lunch,False,17.83,iOS
100644,Burger King,Mumbai,Burger,596.79,63.0,4.1,2024-10-16 14:03:00,lunch,True,,Web
100128,Empire Restaurant,Kolkata,Biryani,274.98,,2.9,2024-11-18 20:45:00,dinner,False,,Android
100489,La Pino'z,Jaipur,Pizza,4412.81,60.0,4.0,2024-12-23 22:58:00,dinner,True,15.84,Android
101126,La Pino'z,Hyderabad,Pizza,4893.59,32.0,,2024-11-10 18:25:00,snacks,True,105.11,Android
100038,Dum Pukht,Bangalore,Biryani,339.49,34.0,3.9,2024-11-05 22:52:00,dinner,True,39.05,Web
101168,Paradise Biryani,Delhi,Biryani,473.75,35.0,3.8,2024-12-07 13:07:00,lunch,False,,Android
100352,Starbucks,Kolkata,Beverages,411.12,41.0,,2024-12-24 15:08:00,snacks,False,,Android
101268,Pizza Hut,Delhi,Pizza,259.34,45.0,3.7,2024-12-13 15:51:00,snacks,False,,Android
101171,Burgerama,Hyderabad,Burger,187.12,49.0,3.1,2024-12-18 12:19:00,lunch,True,24.1,Android
100059,Wat-A-Burger,Bangalore,Burger,544.13,34.0,,2024-12-25 20:25:00,dinner,False,,iOS
101369,Saffron,Bangalore,North Indian,505.16,,4.1,2024-11-11 22:47:00,dinner,False,30.32,Android
101428,Joey's Pizza,Jaipur,Pizza,377.38,36.0,4.3,2024-12-21 13:09:00,,False,53.64,Android
101530,Nandhini,Hyderabad,South Indian,503.86,32.0,4.8,2024-11-11 12:20:00,lunch,True,,Android
100595,Behrouz Biryani,Kolkata,Biryani,242.23,28.0,4.0,2024-10-11 12:04:00,,True,72.54,iOS
101682,Dum Pukht,Surat,Biryani,893.05,46.0,3.7,2024-10-16 18:09:00,snacks,True,,iOS
101917,Baskin Robbins,Kolkata,Desserts,310.95,52.0,4.2,2024-12-06 23:38:00,dinner,False,,iOS
100743,Dhaba Express,Chennai,North Indian,517.49,27.0,3.5,2024-12-06 07:43:00,breakfast,True,90.31,iOS
101063,Dominos,Pune,Pizza,583.48,52.0,4.5,2024-12-27 17:59:00,snacks,False,11.32,iOS
101517,Bawarchi,Hyderabad,Biryani,277.45,55.0,2.9,2024-10-03 19:32:00,dinner,False,91.49,Android
100603,Naturals Ice Cream,Bangalore,Desserts,288.99,42.0,3.5,2024-10-02 22:50:00,dinner,False,21.79,Android
101933,La Pino'z,Hyderabad,Pizza,588.78,,3.1,2024-12-04 12:49:00,lunch,False,,iOS
100008,Sweet Truth,Kolkata,Desserts,352.27,,4.2,2024-11-04 12:03:00,lunch,True,,Android
101103,Starbucks,Kolkata,Beverages,236.02,50.0,3.5,2024-11-06 17:14:00,snacks,False,,Web
101003,Saffron,Kolkata,North Indian,436.21,29.0,4.0,2024-10-15 20:51:00,dinner,True,,iOS
101589,Dum Pukht,Delhi,Biryani,377.41,52.0,4.0,2024-10-19 19:19:00,dinner,False,,iOS
100505,Saffron,Chennai,North Indian,220.27,42.0,4.6,2024-10-13 15:32:00,snacks,False,22.41,Android
101287,Nandhini,Bangalore,South Indian,423.34,62.0,4.0,2024-10-23 20:44:00,dinner,False,,iOS
100021,Trishna,Hyderabad,Seafood,286.02,,3.4,2024-11-21 12:45:00,lunch,True,14.14,Android
100475,Wok To Walk,Delhi,Chinese,537.04,39.0,5.0,2024-11-27 23:06:00,dinner,True,,iOS
100285,Empire Restaurant,Hyderabad,Biryani,710.22,44.0,4.5,2024-11-25 17:45:00,snacks,False,106.67,Android
101071,McDonald's,Mumbai,Burger,285.23,40.0,4.9,2024-12-23 17:51:00,snacks,False,,Android
101188,Udupi Palace,Bangalore,South Indian,520.24,57.0,3.4,2024-11-30 12:35:00,lunch,True,88.39,Android
100836,Chai Point,Delhi,Beverages,255.8,33.0,3.9,2024-10-09 09:02:00,breakfast,False,,Android
100859,Dum Pukht,Hyderabad,Biryani,397.87,59.0,3.6,2024-11-25 19:06:00,dinner,True,39.77,Web
100831,China Town,Mumbai,Chinese,466.92,37.0,4.5,2024-11-28 20:35:00,dinner,True,119.66,Web
100197,China Town,Chennai,Chinese,335.89,18.0,3.9,2024-12-27 07:01:00,breakfast,True,,Android
101869,Burger King,Bangalore,Burger,264.62,53.0,3.3,2024-10-26 19:27:00,dinner,False,,Android
100658,Salad Days,Mumbai,Healthy,364.52,51.0,4.4,2024-10-07 16:00:00,snacks,False,,Android
100541,Burgerama,Jaipur,Burger,884.96,49.0,5.0,2024-12-13 12:47:00,lunch,False,92.92,Android
100703,Behrouz Biryani,Mumbai,Biryani,494.59,53.0,4.4,2024-10-22 20:55:00,dinner,False,47.33,Android
100886,Chaayos,Bangalore,Beverages,900.0,37.0,3.5,2024-10-23 20:21:00,dinner,False,,Web
101679,Frankie Express,Bangalore,Rolls & Wraps,218.23,31.0,4.3,2024-12-13 19:47:00,dinner,False,31.93,Android
101545,Eatfit,Jaipur,Healthy,222.34,61.0,4.3,2024-10-18 18:28:00,snacks,True,,Android
101117,Naturals Ice Cream,Bangalore,Desserts,343.79,50.0,3.7,2024-10-16 16:45:00,snacks,False,24.73,iOS
100378,Baskin Robbins,Bangalore,Desserts,263.78,25.0,4.4,2024-12-06 22:53:00,dinner,False,35.22,iOS
101252,Bawarchi,Delhi,Biryani,194.98,46.0,5.0,2024-12-10 21:28:00,dinner,True,,Web
100928,Social,Hyderabad,Continental,483.54,37.0,2.7,2024-10-09 14:27:00,lunch,False,,iOS
101242,Nandhini,Pune,South Indian,681.68,34.0,4.6,2024-12-16 14:48:00,lunch,False,,Web
100362,Murugan Idli Shop,Hyderabad,South Indian,3645.6,29.0,4.1,2024-10-22 15:39:00,snacks,False,,Android
101189,Kathi Roll Corner,Mumbai,Rolls & Wraps,304.24,48.0,5.0,2024-12-29 19:34:00,dinner,False,28.33,Android
101392,Salad Days,Bangalore,Healthy,320.52,37.0,4.4,2024-12-02 16:35:00,snacks,False,23.67,Android
100387,Udupi Palace,Mumbai,South Indian,144.36,15.0,3.5,2024-12-26 19:54:00,dinner,False,,iOS
101139,Wok To Walk,Delhi,Chinese,839.21,34.0,3.4,2024-12-20 21:42:00,dinner,True,,iOS
100361,Dum Pukht,Delhi,Biryani,534.92,46.0,5.0,2024-10-08 07:48:00,breakfast,False,48.94,Android
101947,Burgerama,Delhi,Burger,900.0,41.0,4.0,2024-10-20 12:53:00,lunch,False,33.55,iOS
100817,The Wok,Hyderabad,Chinese,228.09,47.0,4.5,2024-10-24 19:40:00,dinner,True,101.65,Android
101782,Punjab Grill,Ahmedabad,North Indian,512.24,53.0,4.5,2024-10-30 12:34:00,lunch,False,,Android
100052,The Wok,Pune,Chinese,501.32,52.0,4.4,2024-10-15 21:45:00,dinner,False,42.39,Web
100037,Paradise Biryani,Mumbai,Biryani,372.23,32.0,4.7,2024-10-27 21:35:00,dinner,True,,iOS
100312,Green Bowl,Bangalore,Healthy,900.0,,4.4,2024-12-15 22:52:00,dinner,False,,iOS
101299,Udupi Palace,Hyderabad,South Indian,325.56,30.0,3.2,2024-11-20 12:09:00,lunch,False,94.32,Android
100373,Burgerama,Bangalore,Burger,554.48,44.0,3.3,2024-12-21 09:03:00,breakfast,False,,Web
101737,Wat-A-Burger,Delhi,Burger,332.99,47.0,4.8,2024-12-20 15:39:00,snacks,False,30.21,Web
100351,Oven Story,Delhi,Pizza,238.72,38.0,4.5,2024-11-30 20:53:00,dinner,False,46.08,Android
101674,Empire Restaurant,Pune,Biryani,407.67,37.0,4.9,2024-12-25 13:31:00,lunch,False,50.26,iOS
101525,Dum Pukht,Delhi,Biryani,337.17,51.0,3.3,2024-12-25 17:56:00,snacks,False,43.59,Android
100770,Burger King,Pune,Burger,217.37,44.0,3.6,2024-12-14 12:34:00,lunch,False,,Android
100207,Barbeque Nation,Bangalore,North Indian,188.37,37.0,4.0,2024-11-17 18:41:00,snacks,False,,Android
101361,Roll House,Ahmedabad,Rolls & Wraps,248.03,38.0,4.2,2024-12-06 17:30:00,snacks,True,59.61,iOS
101581,Chinese Box,Mumbai,Chinese,660.36,42.0,4.6,2024-11-29 10:05:00,breakfast,True,73.33,iOS
100987,Empire Restaurant,Chennai,Biryani,534.71,48.0,3.7,2024-10-03 21:36:00,dinner,False,14.39,Android
100413,Mainland China,Jaipur,Chinese,130.11,28.0,3.9,2024-11-23 22:29:00,dinner,True,78.32,Web
100397,Behrouz Biryani,Kolkata,Biryani,4312.68,42.0,5.0,2024-12-06 13:22:00,lunch,False,48.94,Android
100238,Saffron,Bangalore,North Indian,208.17,64.0,4.1,2024-12-06 22:55:00,dinner,False,,iOS
101410,Dum Pukht,Kolkata,Biryani,178.29,59.0,,2024-11-21 18:33:00,snacks,False,,iOS
100147,The Wok,Hyderabad,Chinese,112.57,27.0,4.1,2024-11-29 13:52:00,lunch,True,79.69,Android
101330,Burgerama,Delhi,Burger,226.63,30.0,3.1,2024-11-08 18:17:00,snacks,True,,iOS
101397,Kathi Roll Corner,Delhi,Rolls & Wraps,433.74,32.0,,2024-10-21 08:57:00,breakfast,False,,Android
101134,The Wok,Mumbai,Chinese,402.21,21.0,4.4,2024-12-21 08:37:00,breakfast,False,,Android
101267,Mainland China,Delhi,Chinese,625.32,48.0,3.5,2024-11-26 14:08:00,lunch,False,119.83,Android
100729,Punjab Grill,Mumbai,North Indian,175.55,40.0,3.8,2024-12-26 20:30:00,dinner,False,87.86,Web
101492,Joey's Pizza,Mumbai,Pizza,277.24,35.0,4.3,2024-12-11 20:11:00,dinner,True,,Android
101899,Mainland China,Mumbai,Chinese,80.0,48.0,4.5,2024-11-24 23:17:00,dinner,False,119.88,Android
101413,Behrouz Biryani,Mumbai,Biryani,664.86,25.0,3.6,2024-10-06 20:05:00,dinner,False,,Android
100579,Udupi Palace,Delhi,South Indian,381.27,34.0,2.6,2024-12-07 23:14:00,dinner,False,,Android
100218,Dhaba Express,Chennai,North Indian,411.45,46.0,4.5,2024-12-27 15:37:00,snacks,False,34.66,Android
100557,Wok To Walk,Bangalore,Chinese,254.91,39.0,3.5,2024-10-19 20:26:00,dinner,True,,Android
100416,Bay Leaf,Delhi,Seafood,333.44,54.0,5.0,2024-10-23 16:24:00,snacks,False,21.01,Android
100326,Oh Calcutta,Chennai,Seafood,718.9,48.0,3.7,2024-11-17 21:17:00,dinner,False,65.41,Android
101978,Wok To Walk,Delhi,Chinese,612.66,43.0,4.2,2024-12-01 13:48:00,lunch,True,13.11,iOS
101467,The Wok,Surat,Chinese,491.23,40.0,4.2,2024-11-07 22:15:00,dinner,False,,iOS
100359,Wok To Walk,Jaipur,Chinese,526.67,42.0,3.2,2024-11-22 17:49:00,snacks,True,64.24,Web
100846,MTR,Delhi,South Indian,92.21,18.0,4.9,2024-10-23 12:09:00,lunch,False,116.8,Android
100594,Wok To Walk,Mumbai,Chinese,265.23,37.0,5.4,2024-11-09 13:21:00,lunch,False,106.88,Web
100863,Coastal Kitchen,Delhi,Seafood,239.56,20.0,3.9,2024-10-15 09:47:00,breakfast,True,81.49,Web
101951,Bawarchi,Bangalore,Biryani,135.62,,4.3,2024-11-16 14:53:00,lunch,True,,Web
101456,Behrouz Biryani,Ahmedabad,Biryani,900.0,38.0,3.6,2024-10-20 12:23:00,,False,78.58,Web
100856,Chinese Box,Bangalore,Chinese,235.68,51.0,4.5,2024-12-09 13:03:00,lunch,False,107.34,Android
100342,Empire Restaurant,Delhi,Biryani,248.46,44.0,4.1,2024-11-18 09:29:00,breakfast,False,,iOS
100142,China Town,Mumbai,Chinese,545.04,44.0,3.9,2024-11-12 14:20:00,lunch,False,17.88,Android
101152,Moti Mahal,Kolkata,North Indian,578.72,,,2024-11-08 13:09:00,lunch,False,58.41,Android
100726,Moti Mahal,Kolkata,North Indian,197.62,38.0,4.7,2024-10-09 09:07:00,breakfast,False,35.87,Android
101895,La Folie,Hyderabad,Desserts,479.06,35.0,4.4,2024-11-23 16:47:00,snacks,True,,Android
100708,Moti Mahal,Pune,North Indian,714.68,54.0,4.1,2024-12-03 12:26:00,lunch,False,,iOS
101187,MTR,Chennai,South Indian,393.59,,4.4,2024-11-28 19:38:00,dinner,True,,iOS
101151,La Pino'z,Chennai,Pizza,204.04,47.0,4.6,2024-10-06 12:23:00,lunch,False,51.11,iOS
101345,Mainland China,Chennai,Chinese,136.11,52.0,3.3,2024-11-28 23:37:00,dinner,True,28.51,Android
101894,MTR,Mumbai,South Indian,571.98,42.0,3.9,2024-11-04 12:46:00,lunch,False,68.51,Android
101809,Empire Restaurant,Bangalore,Biryani,214.5,29.0,4.1,2024-12-27 16:18:00,snacks,False,,Android
100834,Moti Mahal,Bangalore,North Indian,449.47,38.0,3.9,2024-12-20 14:02:00,lunch,False,,Web
100825,Barbeque Nation,Hyderabad,North Indian,351.26,46.0,3.1,2024-12-03 15:42:00,snacks,True,111.06,Android
100857,Moti Mahal,Bangalore,North Indian,226.5,31.0,5.0,2024-10-25 12:11:00,lunch,False,31.43,iOS
101938,Empire Restaurant,Pune,Biryani,214.34,33.0,4.9,2024-10-04 13:13:00,lunch,False,115.87,iOS
101602,Oven Story,Mumbai,Pizza,193.07,55.0,3.9,2024-10-16 14:26:00,lunch,False,,Android
101209,MTR,Mumbai,South Indian,830.83,25.0,4.2,2024-10-14 19:52:00,dinner,True,,Android
101676,Dhaba Express,Mumbai,North Indian,498.46,54.0,3.9,2024-11-28 08:14:00,breakfast,True,84.26,iOS
100439,China Town,Chennai,Chinese,147.63,56.0,4.6,2024-12-24 19:50:00,dinner,False,40.44,Android
101786,Behrouz Biryani,Kolkata,Biryani,303.82,56.0,4.3,2024-12-18 21:27:00,dinner,False,71.4,Android
101204,Raw Pressery Kitchen,Mumbai,Healthy,113.19,41.0,4.6,2024-11-23 22:12:00,dinner,False,70.81,Android
